ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V1165,Sucursal 1,2023-01-06,1,Camiseta,Accesorios,300.0,6,480.0,E2,Ana Garcia,3,15,Zona 2,Ambato,PayPal,Mañana
V1166,Sucursal 1,2023-03-25,5,Cargador inalambrico,Calzado,40.0,1,1500.0,E2,Ana Garcia,3,15,Zona 1,Cuenca,Transferencia,Tarde
V1167,Sucursal 1,2023-02-22,8,Auriculares Bluetooth,Accesorios,25.0,10,1500.0,E5,Lucia Martinez,3,15,Zona 1,Guayaquil,Tarjeta de credito,Mañana
V1168,Sucursal 1,2023-02-28,6,Reloj,Ropa,300.0,5,360.0,E4,Ana Garcia,3,15,Zona 3,Loja,Transferencia,Noche
V1169,Sucursal 1,2023-01-14,2,Tablet,Ropa,60.0,2,3000.0,E4,Ana Garcia,3,0,Zona 2,Cuenca,Tarjeta de debito,Noche
V1170,Sucursal 1,2023-02-03,4,Reloj,Ropa,60.0,4,240.0,E5,Jose Lopez,2,15,Zona 1,Quito,Tarjeta de credito,Mañana
V1171,Sucursal 1,2023-01-20,7,Tablet,Ropa,250.0,1,120.0,E2,Pedro Gomez,4,15,Zona 3,Cuenca,Tarjeta de debito,Tarde
V1172,Sucursal 1,2023-02-07,1,Tablet,Accesorios,60.0,5,2500.0,E4,Ana Garcia,4,15,Zona 1,Cuenca,PayPal,Mañana
V1173,Sucursal 1,2023-01-24,4,Zapatos deportivos,Electronica,40.0,8,1350.0,E4,Ana Garcia,5,5,Zona 3,Guayaquil,Transferencia,Mañana
V1174,Sucursal 1,2023-03-22,4,Pantalones,Accesorios,60.0,1,90.0,E4,Carlos Perez,2,15,Zona 3,Quito,Efectivo,Tarde
V1175,Sucursal 1,2023-02-23,5,Smartphone,Accesorios,500.0,10,640.0,E2,Carlos Perez,4,15,Zona 2,Guayaquil,Transferencia,Mañana
V1176,Sucursal 1,2023-02-07,9,Cargador inalambrico,Ropa,80.0,7,600.0,E2,Pedro Gomez,5,5,Zona 3,Ambato,PayPal,Tarde
V1177,Sucursal 1,2023-02-06,6,Cargador inalambrico,Ropa,500.0,8,2000.0,E5,Ana Garcia,4,0,Zona 1,Quito,Transferencia,Tarde
V1178,Sucursal 1,2023-02-10,2,Tablet,Electronica,60.0,4,80.0,E2,Jose Lopez,3,5,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V1179,Sucursal 1,2023-02-26,5,Cargador inalambrico,Ropa,150.0,5,250.0,E3,Pedro Gomez,4,20,Zona 2,Cuenca,PayPal,Tarde
V1180,Sucursal 1,2023-03-16,6,Camiseta,Electronica,150.0,10,1080.0,E5,Lucia Martinez,5,0,Zona 1,Ambato,PayPal,Noche
V1181,Sucursal 1,2023-02-24,1,Smartphone,Electronica,25.0,6,225.0,E3,Carlos Perez,3,20,Zona 1,Cuenca,Tarjeta de debito,Tarde
V1182,Sucursal 1,2023-03-07,2,Chaqueta de cuero,Ropa,150.0,5,80.0,E3,Ana Garcia,5,0,Zona 1,Cuenca,Efectivo,Tarde
V1183,Sucursal 1,2023-02-20,6,Zapatos deportivos,Electronica,150.0,3,120.0,E3,Lucia Martinez,3,0,Zona 2,Quito,PayPal,Noche
V1184,Sucursal 1,2023-02-18,5,Chaqueta de cuero,Accesorios,120.0,7,2500.0,E5,Lucia Martinez,5,15,Zona 3,Ambato,PayPal,Tarde
V1185,Sucursal 1,2023-03-26,10,Smartphone,Electronica,120.0,1,90.0,E4,Lucia Martinez,5,20,Zona 2,Ambato,Transferencia,Noche
V1186,Sucursal 1,2023-02-11,9,Tablet,Accesorios,150.0,5,60.0,E5,Ana Garcia,2,0,Zona 2,Ambato,PayPal,Tarde
V1187,Sucursal 1,2023-03-03,1,Cargador inalambrico,Calzado,120.0,2,240.0,E3,Jose Lopez,1,20,Zona 2,Guayaquil,Transferencia,Mañana
V1188,Sucursal 1,2023-01-20,9,Auriculares Bluetooth,Ropa,40.0,8,4000.0,E4,Pedro Gomez,1,5,Zona 1,Quito,Transferencia,Tarde
V1189,Sucursal 1,2023-01-28,8,Tablet,Calzado,40.0,5,150.0,E2,Pedro Gomez,1,20,Zona 3,Quito,PayPal,Mañana
V1190,Sucursal 1,2023-02-21,10,Smartphone,Accesorios,500.0,9,120.0,E2,Carlos Perez,2,10,Zona 3,Guayaquil,PayPal,Mañana
V1191,Sucursal 1,2023-01-31,4,Camiseta,Electronica,300.0,6,160.0,E3,Pedro Gomez,1,10,Zona 2,Cuenca,Transferencia,Mañana
V1192,Sucursal 1,2023-03-01,8,Pantalones,Ropa,150.0,4,250.0,E3,Ana Garcia,5,15,Zona 2,Cuenca,Efectivo,Mañana
V1193,Sucursal 1,2023-01-05,8,Smartphone,Calzado,30.0,5,540.0,E3,Pedro Gomez,3,0,Zona 2,Ambato,Efectivo,Noche
V1194,Sucursal 1,2023-02-23,1,Chaqueta de cuero,Accesorios,300.0,3,720.0,E3,Pedro Gomez,4,10,Zona 3,Quito,Efectivo,Mañana
V1195,Sucursal 1,2023-03-11,8,Bicicleta,Accesorios,25.0,6,90.0,E3,Jose Lopez,3,10,Zona 3,Guayaquil,Transferencia,Noche
V1196,Sucursal 1,2023-03-04,9,Chaqueta de cuero,Ropa,30.0,2,2700.0,E4,Lucia Martinez,2,5,Zona 3,Cuenca,PayPal,Tarde
V1197,Sucursal 1,2023-01-08,3,Tablet,Ropa,80.0,6,240.0,E1,Pedro Gomez,1,15,Zona 3,Guayaquil,Transferencia,Noche
V1198,Sucursal 1,2023-01-08,9,Bicicleta,Accesorios,40.0,9,300.0,E3,Pedro Gomez,3,15,Zona 2,Guayaquil,Tarjeta de debito,Tarde
V1199,Sucursal 1,2023-02-02,5,Reloj,Calzado,60.0,1,4000.0,E1,Lucia Martinez,1,15,Zona 3,Ambato,Tarjeta de debito,Mañana
V1200,Sucursal 1,2023-01-16,2,Reloj,Ropa,40.0,1,4500.0,E3,Lucia Martinez,3,5,Zona 3,Guayaquil,Tarjeta de credito,Noche
V1201,Sucursal 1,2023-03-24,6,Bicicleta,Calzado,300.0,4,720.0,E5,Ana Garcia,1,5,Zona 3,Quito,Transferencia,Tarde
V1202,Sucursal 1,2023-02-04,3,Reloj,Electronica,80.0,5,450.0,E4,Ana Garcia,5,10,Zona 3,Cuenca,PayPal,Tarde
V1203,Sucursal 1,2023-02-23,2,Smartphone,Electronica,250.0,8,360.0,E3,Carlos Perez,4,15,Zona 2,Quito,PayPal,Tarde
V1204,Sucursal 1,2023-03-09,8,Reloj,Electronica,30.0,10,3500.0,E3,Ana Garcia,2,20,Zona 3,Guayaquil,Tarjeta de credito,Tarde
V1205,Sucursal 1,2023-01-06,10,Cargador inalambrico,Electronica,150.0,9,1200.0,E2,Lucia Martinez,5,15,Zona 1,Quito,PayPal,Mañana
V1206,Sucursal 1,2023-01-16,5,Cargador inalambrico,Electronica,80.0,10,240.0,E1,Ana Garcia,1,15,Zona 1,Loja,PayPal,Tarde
V1207,Sucursal 1,2023-03-06,2,Reloj,Ropa,250.0,4,480.0,E2,Pedro Gomez,5,15,Zona 3,Guayaquil,Efectivo,Mañana
V1208,Sucursal 1,2023-02-14,10,Zapatos deportivos,Calzado,500.0,2,2500.0,E4,Carlos Perez,1,15,Zona 1,Cuenca,Tarjeta de debito,Tarde
V1209,Sucursal 1,2023-02-15,1,Zapatos deportivos,Electronica,30.0,8,360.0,E5,Lucia Martinez,5,15,Zona 3,Guayaquil,Tarjeta de credito,Noche
V1210,Sucursal 1,2023-02-01,8,Auriculares Bluetooth,Ropa,250.0,9,2100.0,E4,Pedro Gomez,1,20,Zona 1,Guayaquil,Tarjeta de debito,Noche
V1211,Sucursal 1,2023-03-20,8,Auriculares Bluetooth,Electronica,150.0,1,50.0,E4,Ana Garcia,5,0,Zona 2,Quito,Tarjeta de debito,Noche
V1212,Sucursal 1,2023-02-03,1,Pantalones,Ropa,80.0,9,900.0,E5,Ana Garcia,3,20,Zona 2,Loja,Efectivo,Noche
V1213,Sucursal 1,2023-02-22,4,Pantalones,Ropa,25.0,4,120.0,E4,Jose Lopez,4,0,Zona 2,Ambato,Transferencia,Mañana
V1214,Sucursal 1,2023-02-04,8,Pantalones,Ropa,60.0,8,120.0,E4,Ana Garcia,1,15,Zona 1,Ambato,Transferencia,Mañana
V1215,Sucursal 1,2023-01-23,5,Zapatos deportivos,Electronica,25.0,1,120.0,E2,Carlos Perez,5,15,Zona 3,Quito,Tarjeta de debito,Tarde
V1216,Sucursal 1,2023-01-27,1,Bicicleta,Electronica,150.0,3,480.0,E3,Ana Garcia,3,5,Zona 2,Loja,PayPal,Noche
V1217,Sucursal 1,2023-02-05,8,Cargador inalambrico,Ropa,25.0,10,160.0,E3,Ana Garcia,5,10,Zona 3,Guayaquil,Efectivo,Tarde
V1218,Sucursal 1,2023-03-21,8,Zapatos deportivos,Electronica,250.0,6,4500.0,E5,Jose Lopez,3,5,Zona 1,Ambato,Tarjeta de debito,Tarde
V1219,Sucursal 1,2023-02-22,2,Camiseta,Electronica,250.0,2,240.0,E1,Lucia Martinez,2,20,Zona 1,Ambato,Transferencia,Noche
V1220,Sucursal 1,2023-02-03,2,Pantalones,Ropa,80.0,9,600.0,E2,Carlos Perez,5,10,Zona 3,Loja,PayPal,Tarde
V1221,Sucursal 1,2023-01-30,4,Auriculares Bluetooth,Electronica,300.0,9,320.0,E1,Carlos Perez,4,5,Zona 1,Guayaquil,PayPal,Noche
V1222,Sucursal 1,2023-03-24,10,Cargador inalambrico,Ropa,500.0,6,2500.0,E1,Carlos Perez,2,5,Zona 1,Ambato,Transferencia,Tarde
V1223,Sucursal 1,2023-01-02,4,Chaqueta de cuero,Electronica,25.0,7,1800.0,E3,Ana Garcia,5,20,Zona 3,Loja,Efectivo,Mañana
V1224,Sucursal 1,2023-02-01,2,Pantalones,Electronica,250.0,8,3000.0,E2,Lucia Martinez,3,0,Zona 2,Ambato,Tarjeta de debito,Tarde
V1225,Sucursal 1,2023-03-06,1,Camiseta,Ropa,250.0,6,500.0,E4,Pedro Gomez,5,0,Zona 2,Ambato,Tarjeta de debito,Tarde
V1226,Sucursal 1,2023-04-01,8,Chaqueta de cuero,Electronica,60.0,1,450.0,E2,Carlos Perez,3,15,Zona 1,Guayaquil,Tarjeta de debito,Tarde
V1227,Sucursal 1,2023-03-23,4,Cargador inalambrico,Electronica,300.0,4,200.0,E2,Carlos Perez,1,5,Zona 1,Quito,Efectivo,Noche
V1228,Sucursal 1,2023-03-23,9,Cargador inalambrico,Ropa,40.0,4,450.0,E4,Jose Lopez,5,10,Zona 1,Guayaquil,Transferencia,Tarde
V1229,Sucursal 1,2023-02-24,9,Smartphone,Electronica,60.0,3,240.0,E1,Pedro Gomez,3,0,Zona 3,Cuenca,PayPal,Tarde
V1230,Sucursal 1,2023-03-17,8,Chaqueta de cuero,Ropa,40.0,5,160.0,E2,Pedro Gomez,2,5,Zona 2,Guayaquil,Efectivo,Tarde
V1231,Sucursal 1,2023-02-03,5,Bicicleta,Accesorios,150.0,7,960.0,E1,Carlos Perez,4,10,Zona 1,Guayaquil,Tarjeta de credito,Noche
V1232,Sucursal 1,2023-02-26,6,Zapatos deportivos,Accesorios,25.0,3,1200.0,E5,Lucia Martinez,2,15,Zona 1,Guayaquil,Tarjeta de debito,Tarde
V1233,Sucursal 1,2023-03-14,5,Tablet,Calzado,300.0,4,800.0,E2,Lucia Martinez,1,10,Zona 2,Loja,Transferencia,Noche
V1234,Sucursal 1,2023-02-28,5,Auriculares Bluetooth,Electronica,80.0,2,240.0,E2,Lucia Martinez,5,20,Zona 2,Guayaquil,Transferencia,Tarde
V1235,Sucursal 1,2023-01-08,7,Reloj,Ropa,25.0,6,1000.0,E3,Carlos Perez,4,0,Zona 3,Guayaquil,Tarjeta de credito,Noche
V1236,Sucursal 1,2023-03-18,7,Chaqueta de cuero,Calzado,30.0,3,3000.0,E2,Pedro Gomez,5,10,Zona 2,Loja,PayPal,Tarde
V1237,Sucursal 1,2023-01-06,5,Reloj,Electronica,300.0,8,80.0,E3,Lucia Martinez,5,10,Zona 1,Quito,Efectivo,Tarde
V1238,Sucursal 1,2023-01-13,8,Tablet,Ropa,300.0,6,1250.0,E2,Carlos Perez,2,0,Zona 2,Loja,PayPal,Tarde
V1239,Sucursal 1,2023-03-01,4,Auriculares Bluetooth,Electronica,30.0,8,150.0,E4,Lucia Martinez,1,10,Zona 1,Loja,Tarjeta de credito,Tarde
V1240,Sucursal 1,2023-02-12,6,Smartphone,Electronica,250.0,9,200.0,E1,Carlos Perez,1,0,Zona 1,Loja,Tarjeta de debito,Mañana
V1241,Sucursal 1,2023-03-01,5,Bicicleta,Electronica,120.0,1,2500.0,E2,Pedro Gomez,4,20,Zona 3,Ambato,Transferencia,Noche
V1242,Sucursal 1,2023-01-14,7,Reloj,Ropa,250.0,2,240.0,E3,Lucia Martinez,1,0,Zona 2,Guayaquil,PayPal,Noche
V1243,Sucursal 1,2023-02-25,2,Zapatos deportivos,Ropa,40.0,8,320.0,E4,Ana Garcia,5,20,Zona 3,Loja,Tarjeta de debito,Noche
V1244,Sucursal 1,2023-03-25,1,Zapatos deportivos,Ropa,300.0,2,900.0,E4,Ana Garcia,1,0,Zona 1,Loja,Efectivo,Noche
V1245,Sucursal 1,2023-02-27,9,Smartphone,Accesorios,30.0,4,25.0,E3,Lucia Martinez,2,20,Zona 1,Quito,Transferencia,Tarde
V1246,Sucursal 1,2023-02-17,4,Zapatos deportivos,Electronica,300.0,4,720.0,E5,Jose Lopez,5,10,Zona 3,Quito,Transferencia,Noche
V1247,Sucursal 1,2023-01-06,9,Reloj,Ropa,60.0,8,1500.0,E2,Carlos Perez,4,10,Zona 3,Ambato,Efectivo,Noche
V1248,Sucursal 1,2023-02-24,7,Auriculares Bluetooth,Electronica,120.0,10,180.0,E3,Carlos Perez,1,20,Zona 2,Ambato,PayPal,Mañana
V1249,Sucursal 1,2023-01-13,8,Smartphone,Ropa,30.0,9,400.0,E1,Pedro Gomez,4,0,Zona 2,Cuenca,Transferencia,Tarde
V1250,Sucursal 1,2023-02-24,4,Camiseta,Ropa,500.0,4,600.0,E5,Lucia Martinez,4,10,Zona 1,Ambato,Tarjeta de debito,Mañana
V1251,Sucursal 1,2023-03-26,10,Reloj,Electronica,80.0,8,225.0,E5,Carlos Perez,4,10,Zona 1,Quito,PayPal,Mañana
V1252,Sucursal 1,2023-01-13,7,Pantalones,Ropa,30.0,9,120.0,E5,Ana Garcia,1,20,Zona 1,Quito,Efectivo,Noche
V1253,Sucursal 1,2023-03-24,7,Reloj,Electronica,40.0,2,1750.0,E4,Carlos Perez,4,20,Zona 3,Cuenca,Efectivo,Tarde
V1254,Sucursal 1,2023-02-18,9,Cargador inalambrico,Ropa,40.0,2,1500.0,E3,Lucia Martinez,1,0,Zona 1,Guayaquil,Tarjeta de credito,Mañana
V1255,Sucursal 1,2023-03-21,7,Chaqueta de cuero,Ropa,60.0,3,1200.0,E4,Ana Garcia,5,0,Zona 2,Ambato,PayPal,Tarde
V1256,Sucursal 1,2023-03-07,2,Smartphone,Electronica,120.0,1,200.0,E1,Lucia Martinez,3,20,Zona 1,Cuenca,PayPal,Noche
V1257,Sucursal 1,2023-03-24,10,Auriculares Bluetooth,Ropa,500.0,8,560.0,E1,Ana Garcia,2,10,Zona 2,Ambato,Tarjeta de debito,Tarde
V1258,Sucursal 1,2023-01-01,3,Bicicleta,Ropa,25.0,8,600.0,E5,Pedro Gomez,4,10,Zona 2,Ambato,Tarjeta de credito,Tarde
V1259,Sucursal 1,2023-03-28,4,Chaqueta de cuero,Electronica,250.0,6,720.0,E3,Pedro Gomez,1,5,Zona 2,Ambato,PayPal,Noche
V1260,Sucursal 1,2023-03-04,2,Auriculares Bluetooth,Calzado,250.0,1,30.0,E1,Jose Lopez,3,20,Zona 1,Quito,Tarjeta de debito,Mañana
V1261,Sucursal 1,2023-01-13,10,Reloj,Electronica,150.0,5,4500.0,E1,Jose Lopez,5,0,Zona 2,Cuenca,PayPal,Noche
V1262,Sucursal 1,2023-04-01,4,Camiseta,Electronica,120.0,5,150.0,E1,Jose Lopez,1,5,Zona 3,Loja,Tarjeta de debito,Tarde
V1263,Sucursal 1,2023-01-07,5,Chaqueta de cuero,Accesorios,250.0,4,125.0,E1,Jose Lopez,4,20,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V1264,Sucursal 1,2023-02-18,5,Pantalones,Electronica,30.0,3,150.0,E4,Jose Lopez,2,10,Zona 2,Guayaquil,Efectivo,Mañana
V1265,Sucursal 1,2023-03-12,9,Reloj,Calzado,25.0,10,240.0,E1,Lucia Martinez,2,5,Zona 2,Ambato,Tarjeta de credito,Tarde
V1266,Sucursal 1,2023-02-05,3,Pantalones,Electronica,25.0,1,500.0,E3,Pedro Gomez,2,10,Zona 2,Cuenca,Efectivo,Mañana
V1267,Sucursal 1,2023-01-22,4,Auriculares Bluetooth,Ropa,80.0,7,3000.0,E5,Ana Garcia,2,10,Zona 1,Guayaquil,Transferencia,Noche
V1268,Sucursal 1,2023-02-07,6,Camiseta,Ropa,25.0,5,180.0,E2,Lucia Martinez,5,15,Zona 3,Cuenca,Efectivo,Mañana
V1269,Sucursal 1,2023-01-20,10,Camiseta,Electronica,120.0,10,60.0,E4,Pedro Gomez,2,0,Zona 3,Cuenca,Tarjeta de debito,Mañana
V1270,Sucursal 1,2023-03-12,8,Tablet,Electronica,40.0,8,480.0,E4,Carlos Perez,4,10,Zona 2,Loja,PayPal,Tarde
V1271,Sucursal 1,2023-01-18,1,Reloj,Electronica,80.0,8,600.0,E3,Lucia Martinez,4,15,Zona 2,Cuenca,Tarjeta de credito,Mañana
V1272,Sucursal 1,2023-02-18,3,Bicicleta,Accesorios,120.0,1,2000.0,E1,Lucia Martinez,5,15,Zona 3,Ambato,PayPal,Noche
V1273,Sucursal 1,2023-02-07,2,Zapatos deportivos,Ropa,30.0,4,1050.0,E2,Ana Garcia,3,20,Zona 2,Ambato,Transferencia,Mañana
V1274,Sucursal 1,2023-01-15,8,Smartphone,Accesorios,250.0,3,4000.0,E5,Pedro Gomez,1,20,Zona 2,Ambato,Transferencia,Mañana
V1275,Sucursal 1,2023-02-15,7,Cargador inalambrico,Electronica,25.0,9,120.0,E5,Pedro Gomez,5,15,Zona 1,Quito,Efectivo,Mañana
V1276,Sucursal 1,2023-03-31,10,Bicicleta,Accesorios,40.0,7,5000.0,E4,Lucia Martinez,1,15,Zona 2,Cuenca,Tarjeta de debito,Noche
V1277,Sucursal 1,2023-01-13,10,Cargador inalambrico,Electronica,40.0,7,200.0,E4,Lucia Martinez,1,10,Zona 3,Cuenca,Tarjeta de debito,Noche
V1278,Sucursal 1,2023-03-17,2,Pantalones,Electronica,300.0,6,200.0,E2,Pedro Gomez,4,5,Zona 1,Loja,Tarjeta de debito,Noche
V1279,Sucursal 1,2023-01-16,1,Zapatos deportivos,Ropa,120.0,2,280.0,E5,Pedro Gomez,5,10,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V1280,Sucursal 1,2023-02-14,3,Bicicleta,Ropa,250.0,2,360.0,E2,Ana Garcia,4,0,Zona 2,Cuenca,Efectivo,Tarde
V1281,Sucursal 1,2023-03-11,10,Chaqueta de cuero,Ropa,150.0,4,1200.0,E5,Ana Garcia,4,20,Zona 1,Loja,PayPal,Noche
V1282,Sucursal 1,2023-02-17,2,Tablet,Calzado,,1,,E3,Lucia Martinez,3,15,Zona 1,Quito,Efectivo,Mañana
V1283,Sucursal 1,2023-03-26,7,Pantalones,Electronica,25.0,4,600.0,E3,Lucia Martinez,2,0,Zona 3,Loja,Transferencia,Noche
V1284,Sucursal 1,2023-02-21,7,Camiseta,Accesorios,80.0,8,200.0,E1,Pedro Gomez,5,5,Zona 1,Ambato,Tarjeta de credito,Tarde
V1285,Sucursal 1,2023-03-26,9,Auriculares Bluetooth,Electronica,40.0,7,2500.0,E1,Jose Lopez,4,10,Zona 3,Guayaquil,PayPal,Mañana
V1286,Sucursal 1,2023-03-14,5,Zapatos deportivos,Ropa,120.0,4,300.0,E2,Pedro Gomez,3,10,Zona 3,Loja,Efectivo,Mañana
V1287,Sucursal 1,2023-01-21,7,Zapatos deportivos,Ropa,150.0,5,360.0,E5,Ana Garcia,5,20,Zona 2,Cuenca,Tarjeta de debito,Tarde
V1288,Sucursal 1,2023-01-05,1,Camiseta,Ropa,120.0,1,100.0,E2,Lucia Martinez,3,10,Zona 1,Quito,Tarjeta de debito,Tarde
V1289,Sucursal 1,2023-03-10,2,Tablet,Accesorios,80.0,4,1750.0,E5,Carlos Perez,3,5,Zona 1,Cuenca,Transferencia,Mañana
V1290,Sucursal 1,2023-02-16,3,Smartphone,Accesorios,30.0,10,750.0,E1,Lucia Martinez,5,20,Zona 1,Ambato,Tarjeta de credito,Mañana
V1291,Sucursal 1,2023-01-24,6,Camiseta,Electronica,250.0,4,420.0,E1,Lucia Martinez,1,15,Zona 1,Ambato,Tarjeta de credito,Tarde
V1292,Sucursal 1,2023-02-02,5,Tablet,Accesorios,250.0,7,180.0,E5,Pedro Gomez,4,10,Zona 1,Guayaquil,Transferencia,Tarde
V1293,Sucursal 1,2023-03-13,6,Zapatos deportivos,Electronica,150.0,9,1080.0,E3,Lucia Martinez,5,15,Zona 2,Ambato,Efectivo,Tarde
V1294,Sucursal 1,2023-01-25,5,Camiseta,Calzado,300.0,10,2250.0,E1,Lucia Martinez,3,5,Zona 3,Cuenca,PayPal,Tarde
V1295,Sucursal 1,2023-02-13,10,Tablet,Ropa,120.0,9,250.0,E3,Ana Garcia,1,5,Zona 1,Quito,Tarjeta de credito,Mañana
V1296,Sucursal 1,2023-01-13,4,Camiseta,Electronica,250.0,5,320.0,E2,Ana Garcia,1,0,Zona 3,Cuenca,Transferencia,Tarde
V1297,Sucursal 1,2023-03-26,7,Pantalones,Ropa,250.0,6,60.0,E3,Ana Garcia,4,10,Zona 1,Ambato,Tarjeta de credito,Mañana
V1298,Sucursal 1,2023-03-26,6,Tablet,Accesorios,250.0,1,5000.0,E3,Pedro Gomez,5,5,Zona 1,Cuenca,Transferencia,Mañana
V1299,Sucursal 1,2023-03-15,5,Tablet,Accesorios,300.0,9,160.0,E1,Ana Garcia,1,5,Zona 3,Ambato,Transferencia,Tarde
V1300,Sucursal 1,2023-02-08,7,Camiseta,Accesorios,80.0,3,320.0,E1,Carlos Perez,2,10,Zona 2,Quito,PayPal,Tarde
V1301,Sucursal 1,2023-01-29,7,Auriculares Bluetooth,Accesorios,500.0,1,960.0,E2,Carlos Perez,2,0,Zona 2,Guayaquil,Tarjeta de credito,Noche
V1302,Sucursal 1,2023-02-10,5,Zapatos deportivos,Calzado,80.0,7,1200.0,E1,Pedro Gomez,2,15,Zona 1,Guayaquil,Tarjeta de debito,Tarde
V1303,Sucursal 1,2023-02-25,9,Reloj,Ropa,60.0,7,480.0,E5,Ana Garcia,3,5,Zona 1,Loja,Tarjeta de debito,Mañana
V1304,Sucursal 1,2023-03-02,6,Camiseta,Ropa,150.0,7,2500.0,E5,Ana Garcia,4,20,Zona 1,Loja,PayPal,Mañana
V1305,Sucursal 1,2023-03-01,5,Camiseta,Calzado,25.0,6,960.0,E4,Ana Garcia,3,5,Zona 2,Loja,Efectivo,Mañana
V1306,Sucursal 1,2023-03-26,2,Tablet,Calzado,120.0,4,640.0,E3,Pedro Gomez,2,10,Zona 1,Loja,Efectivo,Tarde
V1307,Sucursal 1,2023-02-25,1,Reloj,Electronica,60.0,1,1500.0,E2,Lucia Martinez,1,10,Zona 3,Loja,Tarjeta de debito,Tarde
V1308,Sucursal 1,2023-01-12,5,Cargador inalambrico,Accesorios,150.0,1,1750.0,E2,Carlos Perez,5,20,Zona 2,Cuenca,PayPal,Tarde
V1309,Sucursal 1,2023-02-22,1,Chaqueta de cuero,Ropa,150.0,8,360.0,E4,Pedro Gomez,3,5,Zona 1,Ambato,Tarjeta de credito,Mañana
V1310,Sucursal 1,2023-03-17,8,Bicicleta,Ropa,120.0,3,420.0,E3,Lucia Martinez,1,10,Zona 1,Loja,PayPal,Noche
V1311,Sucursal 1,2023-01-24,5,Chaqueta de cuero,Ropa,500.0,2,160.0,E3,Ana Garcia,2,0,Zona 1,Quito,Transferencia,Noche
V1312,Sucursal 1,2023-03-03,3,Bicicleta,Electronica,250.0,5,120.0,E5,Pedro Gomez,5,15,Zona 3,Ambato,Transferencia,Noche
V1313,Sucursal 1,2023-01-26,10,Bicicleta,Electronica,25.0,2,25.0,E3,Ana Garcia,3,10,Zona 3,Ambato,PayPal,Noche
V1314,Sucursal 1,2023-02-07,9,Chaqueta de cuero,Ropa,30.0,8,2000.0,E4,Lucia Martinez,4,15,Zona 3,Loja,Efectivo,Tarde
V1315,Sucursal 1,2023-01-24,2,Tablet,Accesorios,250.0,10,270.0,E1,Pedro Gomez,2,0,Zona 1,Ambato,Efectivo,Tarde
V1316,Sucursal 1,2023-01-16,7,Camiseta,Electronica,25.0,3,3000.0,E1,Jose Lopez,3,5,Zona 2,Quito,Tarjeta de credito,Noche
V1317,Sucursal 1,2023-03-31,4,Tablet,Electronica,80.0,10,600.0,E3,Jose Lopez,3,10,Zona 3,Quito,Tarjeta de debito,Tarde
V1318,Sucursal 1,2023-02-10,4,Zapatos deportivos,Accesorios,120.0,9,175.0,E4,Pedro Gomez,1,10,Zona 1,Ambato,Tarjeta de credito,Mañana
V1319,Sucursal 1,2023-03-30,4,Auriculares Bluetooth,Accesorios,25.0,2,1500.0,E3,Pedro Gomez,5,20,Zona 3,Cuenca,Tarjeta de credito,Mañana
V1320,Sucursal 1,2023-02-18,7,Smartphone,Ropa,150.0,2,250.0,E3,Pedro Gomez,2,20,Zona 1,Guayaquil,Tarjeta de credito,Noche
V1321,Sucursal 1,2023-02-09,1,Reloj,Electronica,60.0,10,1500.0,E1,Lucia Martinez,2,10,Zona 1,Ambato,Efectivo,Noche
V1322,Sucursal 1,2023-01-03,10,Reloj,Calzado,60.0,10,160.0,E2,Carlos Perez,3,15,Zona 2,Loja,Efectivo,Noche
V1323,Sucursal 1,2023-02-15,9,Cargador inalambrico,Electronica,300.0,1,1800.0,E1,Lucia Martinez,3,10,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V1324,Sucursal 1,2023-01-20,1,Chaqueta de cuero,Ropa,60.0,2,2700.0,E2,Carlos Perez,1,5,Zona 1,Loja,Efectivo,Mañana
V1325,Sucursal 1,2023-04-01,3,Tablet,Ropa,300.0,1,1500.0,E3,Jose Lopez,2,15,Zona 2,Cuenca,Efectivo,Noche
V1326,Sucursal 1,2023-02-21,1,Tablet,Electronica,80.0,4,240.0,E3,Pedro Gomez,2,20,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V1327,Sucursal 1,2023-02-14,2,Tablet,Electronica,250.0,1,240.0,E4,Lucia Martinez,4,15,Zona 3,Guayaquil,Tarjeta de credito,Noche
V1328,Sucursal 1,2023-01-17,5,Reloj,Calzado,80.0,6,720.0,E3,Jose Lopez,3,10,Zona 3,Loja,Efectivo,Noche
V1329,Sucursal 1,2023-02-23,5,Bicicleta,Ropa,300.0,4,5000.0,E3,Lucia Martinez,2,20,Zona 3,Ambato,Tarjeta de credito,Mañana
V1330,Sucursal 1,2023-01-20,7,Chaqueta de cuero,Accesorios,60.0,10,300.0,E1,Ana Garcia,3,20,Zona 3,Ambato,Transferencia,Noche
V1331,Sucursal 1,2023-03-24,7,Bicicleta,Ropa,150.0,5,300.0,E1,Carlos Perez,4,20,Zona 3,Ambato,Tarjeta de credito,Noche
